datetime,temp,hum,rad,wd,ws,rain,maxws,bv
2023-10-30 00:00:00,12.69,86.01,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:01:00,12.71,86.16,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:02:00,12.72,86.11,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:03:00,12.71,86.07,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:04:00,12.67,86.05,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:05:00,12.67,86.07,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:06:00,12.64,86.07,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:07:00,12.62,86.12,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:08:00,12.61,86.02,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:09:00,12.57,86.15,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:10:00,12.5,86.19,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:11:00,12.51,86.34,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:12:00,12.47,86.55,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:13:00,12.47,86.53,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:14:00,12.45,86.65,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:15:00,12.44,86.65,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:16:00,12.47,86.59,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:17:00,12.45,86.56,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:18:00,12.43,86.61,0.0,177,0.0,0,0.0,12.89
2023-10-30 00:19:00,12.44,86.82,0.0,179,0.0,0,0.0,12.89
2023-10-30 00:20:00,12.45,86.74,0.0,180,0.0,0,0.0,12.89
2023-10-30 00:21:00,12.45,86.58,0.0,180,0.0,0,0.0,12.89
2023-10-30 00:22:00,12.5,86.57,0.0,180,0.0,0,0.0,12.89
2023-10-30 00:23:00,12.47,86.43,0.0,180,0.0,0,0.0,12.89
2023-10-30 00:24:00,12.5,86.66,0.0,150,0.06,0,0.9,12.89
2023-10-30 00:25:00,12.48,86.3,0.0,150,0.0,0,0.0,12.89
2023-10-30 00:26:00,12.48,86.5,0.0,150,0.015,0,0.9,12.89
2023-10-30 00:27:00,12.51,86.58,0.0,150,0.0,0,0.0,12.89
2023-10-30 00:28:00,12.51,86.45,0.0,150,0.0,0,0.0,12.89
2023-10-30 00:29:00,12.52,86.38,0.0,150,0.0,0,0.0,12.89
2023-10-30 00:30:00,12.52,86.29,0.0,150,0.0,0,0.0,12.89
2023-10-30 00:31:00,12.5,86.3,0.0,150,0.0,0,0.0,12.89
2023-10-30 00:32:00,12.48,86.38,0.0,150,0.0,0,0.0,12.89
2023-10-30 00:33:00,12.48,86.24,0.0,150,0.0,0,0.0,12.89
