datetime,temp,hum,rad,wd,ws,rain,maxws,bv
2023-10-28 00:00:00,12.17,82.74,0.0,53,0.0,0,0.0,12.89
2023-10-28 00:01:00,12.16,82.87,0.0,53,0.0,0,0.0,12.89
2023-10-28 00:02:00,12.2,82.71,0.0,53,0.0,0,0.0,12.89
2023-10-28 00:03:00,12.17,82.6,0.0,53,0.0,0,0.0,12.89
2023-10-28 00:04:00,12.19,82.55,0.0,53,0.0,0,0.0,12.89
2023-10-28 00:05:00,12.23,82.49,0.0,53,0.0,0,0.0,12.89
2023-10-28 00:06:00,12.24,82.37,0.0,53,0.0,0,0.0,12.89
2023-10-28 00:07:00,12.28,82.16,0.0,53,0.0,0,0.0,12.89
2023-10-28 00:08:00,12.27,82.15,0.0,53,0.0,0,0.0,12.89
2023-10-28 00:09:00,12.27,82.01,0.0,52,0.0,0,0.0,12.89
2023-10-28 00:10:00,12.27,81.9,0.0,52,0.0,0,0.0,12.89
2023-10-28 00:11:00,12.3,81.78,0.0,52,0.0,0,0.0,12.89
2023-10-28 00:12:00,12.31,81.69,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:13:00,12.31,81.71,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:14:00,12.32,81.69,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:15:00,12.37,81.58,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:16:00,12.37,81.42,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:17:00,12.37,81.65,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:18:00,12.34,81.75,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:19:00,12.31,81.94,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:20:00,12.28,81.91,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:21:00,12.24,81.94,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:22:00,12.23,82.01,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:23:00,12.17,82.15,0.0,104,0.03,0,0.9,12.89
2023-10-28 00:24:00,12.14,82.43,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:25:00,12.09,82.7,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:26:00,12.07,82.91,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:27:00,12.03,83.13,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:28:00,12.01,83.08,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:29:00,11.99,83.21,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:30:00,11.99,83.22,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:31:00,11.96,83.28,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:32:00,11.93,83.38,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:33:00,11.9,83.44,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:34:00,11.92,83.65,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:35:00,11.88,83.79,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:36:00,11.85,83.93,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:37:00,11.86,83.96,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:38:00,11.85,83.8,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:39:00,11.85,83.84,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:40:00,11.83,83.97,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:41:00,11.82,84.05,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:42:00,11.8,84.14,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:43:00,11.76,84.2,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:44:00,11.73,84.28,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:45:00,11.72,84.51,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:46:00,11.7,84.65,0.0,104,0.015,0,0.9,12.89
2023-10-28 00:47:00,11.66,84.52,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:48:00,11.66,84.58,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:49:00,11.62,84.81,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:50:00,11.62,84.82,0.0,104,0.03,0,0.9,12.89
2023-10-28 00:51:00,11.59,84.97,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:52:00,11.58,84.96,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:53:00,11.58,85.19,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:54:00,11.55,85.13,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:55:00,11.56,85.05,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:56:00,11.56,85.08,0.0,104,0.015,0,0.9,12.89
2023-10-28 00:57:00,11.53,85.1,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:58:00,11.5,85.19,0.0,104,0.0,0,0.0,12.89
2023-10-28 00:59:00,11.48,85.28,0.0,104,0.0,0,0.0,12.89
2023-10-28 01:00:00,11.48,85.27,0.0,104,0.0,0,0.0,12.89
2023-10-28 01:01:00,11.45,85.39,0.0,104,0.0,0,0.0,12.89
2023-10-28 01:02:00,11.43,85.54,0.0,104,0.0,0,0.0,12.89
